date,Bitcoin_views,Ethereum_views,Litecoin_views,Dogecoin_views,Binance_views,Coinbase_views,BTC_Close,BTC_Volume
2021-03-29,22410,7747,1250,4476,4053,2933,57750.199219,57625587027.0
2021-03-30,20677,7944,1473,4540,4369,2689,58917.691406,54414116432.0
2021-03-31,18699,7280,1212,4380,4139,2408,58918.832031,65520826225.0
2021-04-01,25512,7705,1450,8621,4109,2959,59095.808594,61669163792.0
2021-04-02,18312,9338,1566,8498,4696,3326,59384.3125,58727860620.0
2021-04-03,16802,8940,1350,6015,4754,2962,57603.890625,59641344484.0
2021-04-04,15150,7957,1188,5018,5027,2691,58758.554688,50749662970.0
2021-04-05,17115,8319,1400,6272,6829,3320,59057.878906,60706272115.0
2021-04-06,18490,8502,1913,8739,6787,4262,58192.359375,66058027988.0
2021-04-07,17523,8004,1595,9456,6531,5301,56048.9375,75645303584.0
2021-04-08,18200,7552,1367,6586,6065,3809,58323.953125,53053855641.0
2021-04-09,16809,6934,1343,6739,5870,3398,58245.003906,46655208546.0
2021-04-10,16747,6762,1532,8862,6445,3144,59793.234375,58238470525.0
2021-04-11,17795,7848,1941,12006,6589,3647,60204.964844,46280252580.0
2021-04-12,17856,8171,1708,10357,9745,5734,59893.453125,51828688519.0
2021-04-13,21536,9591,2044,22674,10064,12540,63503.457031,69983454362.0
2021-04-14,26606,11449,2517,69793,11564,48103,63109.695313,77451779687.0
2021-04-15,25913,11193,2515,65564,8020,33154,63314.011719,60954381579.0
2021-04-16,28555,11648,3963,279203,9777,17892,61572.789063,84293007468.0
2021-04-17,23061,9892,3421,132507,7897,11282,60683.820313,66138759198.0
2021-04-18,25699,9478,2856,78399,7742,9521,56216.183594,97468872758.0
2021-04-19,26883,10648,2722,99838,8516,8958,55724.265625,65344865159.0
2021-04-20,22715,9513,2514,112176,7934,6448,56473.03125,67849323955.0
2021-04-21,20134,9225,2241,59332,7095,5672,53906.089844,54926612466.0
2021-04-22,21972,10471,2160,46070,6703,5348,51762.273438,74798630778.0
2021-04-23,23793,8969,1895,43397,6362,4770,51093.652344,86668667320.0
2021-04-24,19143,7608,1667,33028,5819,3656,50050.867188,49014494781.0
2021-04-25,17602,7826,1700,26826,5978,3375,49004.253906,46117114240.0
2021-04-26,21080,9980,1828,28146,6124,3926,54021.753906,58284039825.0
2021-04-27,26810,10366,1880,26445,6318,3844,55033.117188,49448222757.0
2021-04-28,35977,11187,1881,35275,6175,4007,54824.703125,48000572955.0
2021-04-29,24749,11038,1669,29024,5774,3719,53555.109375,46088929780.0
2021-04-30,23919,9743,1591,25123,5765,3504,57750.175781,52395931985.0
2021-05-01,19479,10910,1741,29944,5627,3296,57828.050781,42836427360.0
2021-05-02,21091,11612,1740,32416,5509,3290,56631.078125,38177405335.0
2021-05-03,23562,23617,2335,41425,7267,3992,57200.292969,51713139031.0
2021-05-04,23263,26496,3412,120630,8649,4835,53333.539063,68564706967.0
2021-05-05,25216,24290,4155,170597,9779,5204,57424.007813,69241316747.0
2021-05-06,26150,20224,3296,109511,9301,5388,56396.515625,69523285106.0
2021-05-07,25336,16428,2954,96102,9846,4531,57356.402344,68434023376.0
2021-05-08,26560,16781,2929,123698,9045,4263,58803.777344,65382980634.0
2021-05-09,29371,18489,3761,179252,8693,4738,58232.316406,65906690347.0
2021-05-10,30031,22132,4835,121727,11947,5303,55859.796875,71776546298.0
2021-05-11,26221,18252,3139,80719,10217,4728,56704.574219,61308396325.0
2021-05-12,26433,21347,2900,61815,9391,4623,49150.535156,75215403907.0
2021-05-13,65747,41283,3638,71303,10762,4949,49716.191406,96721152926.0
2021-05-14,41881,26507,2939,104719,10659,5472,49880.535156,55737497453.0
2021-05-15,31574,17620,2526,78978,8419,4056,46760.1875,59161047474.0
2021-05-16,30452,15712,2607,59714,7692,3672,46456.058594,64047871555.0
2021-05-17,33905,15293,2525,67618,7264,3892,43537.511719,74903638450.0
2021-05-18,28420,13852,2346,61526,7615,3709,42909.402344,56187365084.0
2021-05-19,49417,17418,2594,133000,12888,5261,37002.441406,126358098747.0
2021-05-20,46983,15239,2487,361897,8393,4272,40782.738281,88281943359.0
2021-05-21,38338,13268,2096,109127,7450,3591,37304.691406,82051616861.0
2021-05-22,39086,12280,1836,22146,5749,2990,37536.632813,57377273240.0
2021-05-23,37121,12448,2181,23763,6035,3157,34770.582031,78469274361.0
2021-05-24,35684,12957,1958,22578,6362,3813,38705.980469,67359584098.0
2021-05-25,44389,13193,1840,39661,6024,4026,38402.222656,56211915803.0
2021-05-26,31411,15248,1735,16867,5063,3397,39294.199219,51346735160.0
2021-05-27,24677,10364,1423,14537,4321,2792,38436.96875,43210968721.0
2021-05-28,27965,8944,1471,13716,4195,2626,35697.605469,55200191952.0
2021-05-29,33564,11513,1540,12317,3910,2455,34616.066406,45231013335.0
2021-05-30,26695,9730,1421,11499,3651,2099,35678.128906,31646080921.0
2021-05-31,20416,8183,1388,11195,4314,2656,37332.855469,39009847639.0
2021-06-01,16753,8970,1203,12028,3749,2467,36684.925781,34639423297.0
2021-06-02,16987,8337,1195,18234,3991,3336,37575.179688,33070867190.0
2021-06-03,17970,8053,1247,18832,3903,2861,39208.765625,35460750427.0
2021-06-04,22407,9317,1303,16028,3817,2564,36894.40625,41831090187.0
2021-06-05,20861,7232,1175,13072,3450,2007,35551.957031,35959473399.0
2021-06-06,21584,8843,1185,12230,3326,1933,35862.378906,28913440585.0
2021-06-07,22096,8020,1176,12570,3453,2239,33560.707031,33683936663.0
2021-06-08,32478,7420,1168,13608,3278,2299,33472.632813,49902050442.0
2021-06-09,31028,6900,1265,11687,3360,2266,37345.121094,53972919008.0
2021-06-10,33310,11443,5659,14470,3080,2196,36702.597656,43576032854.0
2021-06-11,26814,10118,4374,12153,3394,2005,37334.398438,38699736985.0
2021-06-12,22460,8960,4147,11383,3084,1464,35552.515625,37924228550.0
2021-06-13,23369,8058,3597,10587,2776,1521,39097.859375,40669112838.0
2021-06-14,24607,9032,4368,12098,2901,1949,40218.476563,43148914673.0
2021-06-15,22930,8220,3655,11881,3034,2178,40406.269531,46420149185.0
2021-06-16,21381,8201,3502,10320,2786,1988,38347.0625,39211635100.0
2021-06-17,18866,7238,2749,8929,2474,1924,38053.503906,37096670047.0
2021-06-18,18044,7633,3160,9360,2370,1733,35787.246094,36200887275.0
2021-06-19,15534,6020,2100,7245,2088,1450,35615.871094,31207279719.0
2021-06-20,15696,5054,774,6767,2442,1680,35698.296875,36664034054.0
2021-06-21,19225,5689,911,10861,3008,1874,31676.693359,52809038594.0
2021-06-22,21093,6252,1003,12433,3535,2115,32505.660156,58964353058.0
2021-06-23,17439,5291,811,9341,2825,1898,33723.027344,46317108925.0
2021-06-24,16491,5371,872,8504,2482,1699,34662.4375,33123368116.0
2021-06-25,15563,4978,810,8387,2282,1495,31637.779297,40230904226.0
2021-06-26,13971,4563,1156,6414,2284,1726,32186.277344,38585385521.0
2021-06-27,14065,4821,1057,6509,5160,1694,34649.644531,35511640894.0
2021-06-28,14025,5142,886,7027,6746,2024,34434.335938,33892523752.0
2021-06-29,13393,5218,775,6934,3669,2110,35867.777344,37901460044.0
2021-06-30,13985,5564,790,7585,4168,3000,35040.835938,34059036099.0
2021-07-01,17427,7024,1223,10477,6182,4051,33572.117188,37838957079.0
2021-07-02,14570,6093,988,8423,6371,3531,33897.046875,38728974942.0
2021-07-03,12428,5179,988,6252,4342,2199,34668.546875,24383958643.0
2021-07-04,12984,5556,1024,6007,4045,2061,35287.78125,24924307911.0
2021-07-05,12792,5489,890,5746,4682,2057,33746.003906,26721554282.0
2021-07-06,13659,5666,1131,7717,4611,2514,34235.195313,26501259870.0
2021-07-07,11663,5769,1060,5525,4816,2210,33855.328125,24796027477.0
2021-07-08,12031,5078,1087,5484,5208,2418,32877.371094,29910396946.0
2021-07-09,13122,5144,911,5486,4597,2044,33798.011719,27436021028.0
2021-07-10,13137,4696,850,5322,4218,1854,33520.519531,22971873468.0
2021-07-11,15438,4776,778,5717,3997,1753,34240.1875,20108729370.0
2021-07-12,15111,5635,869,5658,4460,2321,33155.847656,24321499537.0
2021-07-13,16207,5324,807,5806,4521,2328,32702.025391,19120856669.0
2021-07-14,13882,5420,959,6245,4819,2495,32822.347656,21376531210.0
2021-07-15,12224,5448,858,7708,4463,2449,31780.730469,21300524237.0
2021-07-16,11291,4646,844,6260,4426,2229,31421.539063,23699476918.0
2021-07-17,10517,4520,718,5130,3690,1969,31533.068359,18895018942.0
2021-07-18,11145,4873,851,5190,3569,2034,31796.810547,18787986667.0
2021-07-19,11809,5288,930,5317,3875,2606,30817.832031,20434789545.0
2021-07-20,13761,5159,812,5486,3767,2345,29807.347656,23148267245.0
2021-07-21,12930,5092,774,5295,3554,2274,32110.693359,28203024559.0
2021-07-22,12792,5237,850,4866,3452,2094,32313.105469,19555230518.0
2021-07-23,12208,4952,788,4328,3537,2066,33581.550781,22552046192.0
2021-07-24,11339,4403,783,4153,3424,1714,34292.445313,21664706865.0
2021-07-25,12351,3966,764,4242,3277,1744,35350.1875,20856685287.0
2021-07-26,15980,5565,1007,6038,4153,2821,37337.535156,51022126212.0
2021-07-27,13678,5901,1615,4889,4365,2489,39406.941406,35097370560.0
2021-07-28,13036,5994,1903,4623,4330,2415,39995.90625,38702404695.0
2021-07-29,15261,6247,2105,4944,3810,2443,40008.421875,27167146027.0
2021-07-30,18105,6735,1895,4748,4603,2551,42235.546875,33072782960.0
2021-07-31,14330,5847,790,3868,4492,2249,41626.195313,25802845343.0
2021-08-01,14443,5486,881,4076,4306,2244,39974.894531,26688438115.0
2021-08-02,16771,5663,860,4029,4233,2392,39201.945313,25595265436.0
2021-08-03,19237,5596,924,4118,4277,2383,38152.980469,26189830450.0
2021-08-04,14674,6571,993,4049,4317,2475,39747.503906,25372562724.0
2021-08-05,12729,8138,900,3961,4499,2337,40869.554688,35185031017.0
2021-08-06,10408,6463,854,3683,4252,2136,42816.5,38226483046.0
2021-08-07,11316,6318,861,4955,4452,2166,44555.800781,40030862141.0
2021-08-08,10837,6449,913,6143,4464,2166,43798.117188,36302664750.0
2021-08-09,12839,6422,1062,5084,5294,2608,46365.402344,38734079049.0
2021-08-10,13443,6273,976,5027,4807,3181,45585.03125,33546019517.0
2021-08-11,13875,6785,957,6035,5469,3447,45593.636719,34319709073.0
2021-08-12,14250,6097,927,5656,5031,2750,44428.289063,33723620826.0
2021-08-13,13938,5963,971,4723,5698,2397,47793.320313,31744259539.0
2021-08-14,13242,5749,924,5449,4262,2131,47096.945313,31211354442.0
2021-08-15,12934,6222,877,8091,4770,2196,47047.003906,30988958446.0
2021-08-16,16075,7164,947,9740,5503,2756,46004.484375,32776876610.0
2021-08-17,15106,6619,970,6579,5203,2649,44695.359375,33451362600.0
2021-08-18,13752,6361,959,6725,5138,2968,44801.1875,32194123075.0
2021-08-19,15224,6295,1133,5742,4858,2851,46717.578125,37204312299.0
2021-08-20,13048,7429,1197,5651,5063,3380,49339.175781,34706867452.0
2021-08-21,12848,7051,983,4776,4613,2596,48905.492188,40585205312.0
2021-08-22,13005,5519,1046,4652,4197,2412,49321.652344,25370975378.0
2021-08-23,15560,7000,1203,5337,5709,3149,49546.148438,34305053719.0
2021-08-24,15378,6862,1099,5638,5324,3227,47706.117188,35361168834.0
2021-08-25,15017,6384,1022,4962,5122,2846,48960.789063,32646349931.0
2021-08-26,13223,5736,874,4631,4526,2299,46942.21875,32666549568.0
2021-08-27,12868,5992,1070,5480,4538,2453,49058.667969,34511076995.0
2021-08-28,11938,5963,1008,3713,4470,1998,48902.402344,28568103401.0
2021-08-29,12228,6033,1125,3672,4273,2144,48829.832031,25889650240.0
2021-08-30,12294,6484,1123,3780,5109,2651,47054.984375,31847007016.0
2021-08-31,12656,6483,1132,4037,4972,2563,47166.6875,34730363427.0
2021-09-01,12065,9584,1285,4459,4989,2766,48847.027344,39139399125.0
2021-09-02,13739,8260,1301,4657,6125,3058,49327.722656,39508070319.0
2021-09-03,14697,7903,1550,4540,5316,2503,50025.375,43206179619.0
2021-09-04,13363,7045,1740,4121,5002,2298,49944.625,37471327794.0
2021-09-05,14940,6697,1580,4213,5040,2504,51753.410156,30322676319.0
2021-09-06,16084,6932,1508,4396,5894,2786,52633.535156,38884105426.0
2021-09-07,23764,7476,1591,4396,6168,2978,46811.128906,65210059683.0
2021-09-08,22892,7238,1307,4254,4894,3751,46091.390625,49007762488.0
2021-09-09,22085,6692,1228,4096,4925,3132,46391.421875,38672657013.0
2021-09-10,17751,5873,1099,3930,4197,2472,44883.910156,39154666597.0
2021-09-11,14135,5435,1089,3612,4035,1996,45201.457031,34499835245.0
2021-09-12,16057,5780,1071,3404,4153,2000,46063.269531,27881980161.0
2021-09-13,15776,5890,3389,3891,4602,2501,44963.074219,40969943253.0
2021-09-14,15838,6440,2607,3681,4460,2266,47092.492188,38652152880.0
2021-09-15,16455,7571,2158,3883,4382,2278,48176.347656,30484496466.0
2021-09-16,17118,7768,2851,3970,4945,2411,47783.359375,31764293754.0
2021-09-17,17401,7983,2739,4255,4294,2415,47267.519531,28727713711.0
2021-09-18,18881,6601,2595,3532,4015,2170,48278.363281,28575630451.0
2021-09-19,18110,7375,2381,3322,4116,1998,47260.21875,26967722648.0
2021-09-20,19861,7787,2879,3779,4593,2620,42843.800781,43909845642.0
2021-09-21,23228,9268,3568,3860,4331,2451,40693.675781,48701090088.0
2021-09-22,19641,9379,3404,3891,3853,2489,43574.507813,38139709246.0
2021-09-23,24334,9255,4138,4205,4191,2531,44895.097656,34244064430.0
2021-09-24,43701,9555,3676,4089,6259,3904,42839.75,42839345714.0
2021-09-25,42395,8509,3550,3547,4235,2288,42716.59375,31604717236.0
2021-09-26,43800,9506,3361,3674,3953,1885,43208.539063,30661222077.0
2021-09-27,38900,11708,2512,3673,4717,2340,42235.730469,30980029059.0
2021-09-28,44167,10225,1688,3645,3912,2470,41034.542969,30214940550.0
2021-09-29,25438,9951,1546,3609,3946,2115,41564.363281,30602359905.0
2021-09-30,21889,9424,1389,3515,3588,1958,43790.894531,31141681925.0
2021-10-01,22231,10063,1403,3386,3737,2112,48116.941406,42850641582.0
2021-10-02,23007,11570,3695,3553,3702,1800,47711.488281,30614346492.0
2021-10-03,24714,13862,4471,3540,3715,1956,48199.953125,26638115879.0
2021-10-04,25439,13654,5567,4429,4803,2346,49112.902344,33383173002.0
2021-10-05,27308,13911,5114,5980,4884,2585,51514.8125,35873904236.0
2021-10-06,28876,14417,5306,6860,5403,3486,55361.449219,49034730168.0
2021-10-07,26305,12265,3686,7419,6198,3292,53805.984375,36807860413.0
2021-10-08,26075,12796,4103,5443,4599,2682,53967.847656,34800873924.0
2021-10-09,24629,11815,3850,4672,3888,2330,54968.222656,32491211414.0
2021-10-10,25838,13783,3795,4223,4169,2155,54771.578125,39527792364.0
2021-10-11,26703,13401,2933,4679,4357,2872,57484.789063,42637331698.0
2021-10-12,27566,13579,4021,4463,4392,3079,56041.058594,41083758949.0
2021-10-13,29019,15113,4655,4552,4729,2877,57401.097656,41684252783.0
2021-10-14,25417,14451,5136,4239,4560,2875,57321.523438,36615791366.0
2021-10-15,27769,14080,4013,3966,4441,2859,61593.949219,51780081801.0
2021-10-16,27268,14830,3804,3961,4270,2530,60892.179688,34250964237.0
2021-10-17,26408,14208,4498,3872,4250,2290,61553.617188,29032367511.0
2021-10-18,27673,13737,2907,4927,4941,2855,62026.078125,38055562075.0
2021-10-19,26630,12142,1801,4875,4795,3128,64261.992188,40471196346.0
2021-10-20,30715,12420,1448,4570,4991,3436,65992.835938,40788955582.0
2021-10-21,28909,13410,1366,4608,5442,3407,62210.171875,45908121370.0
2021-10-22,26302,11638,1233,4324,4602,2780,60692.265625,38434082775.0
2021-10-23,26321,13716,2813,4478,3880,2459,61393.617188,26882546034.0
2021-10-24,29205,15644,4744,6740,4652,3090,60930.835938,27316183882.0
2021-10-25,27091,15439,3276,7508,5230,3809,63039.824219,31064911614.0
2021-10-26,29313,14029,2690,7688,5763,4221,60363.792969,34878965587.0
2021-10-27,29074,13889,1856,11298,6881,6563,58482.386719,43657076893.0
2021-10-28,32574,17201,4128,14972,7782,5338,60622.136719,45257083247.0
2021-10-29,30540,19267,5293,10845,6837,4274,62227.964844,36856881767.0
2021-10-30,30346,19041,5436,8163,6671,3647,61888.832031,32157938616.0
2021-10-31,26461,14748,2167,7632,6080,3514,61318.957031,32241199927.0
2021-11-01,27590,14801,1303,8481,6820,4462,61004.40625,36150572843.0
2021-11-02,33293,17364,2737,8839,6971,4729,63226.402344,37746665647.0
2021-11-03,26595,15548,1866,7680,6673,4315,62970.046875,36124731509.0
2021-11-04,24386,14018,1858,6699,7841,3677,61452.230469,32615846901.0
2021-11-05,24447,13608,1675,6254,6583,3353,61125.675781,30605102446.0
2021-11-06,24262,13363,1187,5761,6011,2890,61527.480469,29094934221.0
2021-11-07,24163,14410,1096,5931,6251,3145,63326.988281,24726754302.0
2021-11-08,27052,15916,1456,7246,7068,4046,67566.828125,41125608330.0
2021-11-09,30745,16638,2474,6742,7735,4541,66971.828125,42357991721.0
2021-11-10,29603,16031,1888,6049,6834,4124,64995.230469,48730828378.0
2021-11-11,29289,14907,1301,5399,6298,3368,64949.960938,35880633236.0
2021-11-12,27681,14346,1211,5375,6586,2989,64155.941406,36084893887.0
2021-11-13,26783,11959,2913,5105,5964,2703,64469.527344,30474228777.0
2021-11-14,27227,12296,3223,6932,5924,2810,65466.839844,25122092191.0
2021-11-15,30631,15875,3220,5261,6693,3525,63557.871094,30558763548.0
2021-11-16,28009,13006,1710,5132,6245,3543,60161.246094,46844335592.0
2021-11-17,30722,14398,3241,5186,6298,3979,60368.011719,39178392930.0
2021-11-18,30353,15378,3058,5160,6643,4259,56942.136719,41388338699.0
2021-11-19,27860,13992,2827,4972,6441,4007,58119.578125,38702407772.0
2021-11-20,25552,13155,2668,4567,5802,3462,59697.195313,30624264863.0
2021-11-21,25417,13298,2662,4625,5962,3623,58730.476563,26123447605.0
2021-11-22,28828,14093,2476,4766,6009,3784,56289.289063,35036121783.0
2021-11-23,37286,15243,1602,5784,7342,4388,57569.074219,37485803899.0
2021-11-24,32230,14177,1397,5681,7310,4290,56280.425781,36635566789.0
2021-11-25,25993,13377,1133,4732,6692,3112,57274.679688,34284016248.0
2021-11-26,25674,13244,1029,4746,5888,2855,53569.765625,41810748221.0
2021-11-27,25639,12685,940,4094,5017,2499,54815.078125,30560857714.0
2021-11-28,22915,12814,1015,4355,5069,2742,57248.457031,28116886357.0
2021-11-29,25530,13919,1062,4761,6018,3396,57806.566406,32370840356.0
2021-11-30,27251,14509,1488,5054,6123,3809,57005.425781,36708594618.0
2021-12-01,24120,14464,1057,4552,6819,3613,57229.828125,36858195307.0
2021-12-02,24951,13256,1065,4125,5699,3055,56477.816406,32379968686.0
2021-12-03,24913,12906,943,3800,5482,2970,53598.246094,39789134215.0
2021-12-04,28261,12771,895,4497,5678,2857,49200.703125,61385677469.0
2021-12-05,25856,13068,877,4256,5278,2753,49368.847656,37198201161.0
2021-12-06,27010,13402,856,4589,5327,3035,50582.625,37707308001.0
2021-12-07,28148,13969,936,4519,5560,3094,50700.085938,33676814852.0
2021-12-08,26505,13767,964,4268,5450,3179,50504.796875,28479699446.0
2021-12-09,24600,13299,1058,4061,5233,3504,47672.121094,29603577251.0
2021-12-10,29685,19103,1040,3798,4478,2998,47243.304688,30966005122.0
2021-12-11,22242,11815,947,3369,4351,2635,49362.507813,25775869261.0
2021-12-12,24064,12291,812,3353,4357,2377,50098.335938,21939223599.0
2021-12-13,23760,13397,921,4357,5421,2909,46737.480469,32166727776.0
2021-12-14,24191,13562,1789,9721,5190,3075,46612.632813,34638619079.0
2021-12-15,23291,13393,923,7089,4431,3055,48896.722656,36541828520.0
2021-12-16,21724,12909,799,4795,4149,2961,47665.425781,27268150947.0
2021-12-17,21940,12104,728,4027,3756,2643,46202.144531,32902725329.0
2021-12-18,20947,11819,724,3459,3291,2486,46848.777344,26098292690.0
2021-12-19,20356,11624,801,3140,3452,2601,46707.015625,25154053861.0
2021-12-20,25005,12505,895,3439,3833,2911,46880.277344,30961902129.0
2021-12-21,21023,12541,876,3454,4160,3111,48936.613281,27055803928.0
2021-12-22,20965,12535,881,3456,4006,3025,48628.511719,24447979559.0
2021-12-23,20097,11927,935,3619,4086,3626,50784.539063,28223878108.0
2021-12-24,19885,12051,812,3650,3698,2796,50822.195313,24367912228.0
2021-12-25,19280,14764,834,3809,3448,2410,50429.859375,19030650914.0
2021-12-26,20379,12320,926,3829,3988,2459,50809.515625,20964372926.0
2021-12-27,21195,13019,1019,4021,4719,2879,50640.417969,24324345758.0
2021-12-28,21184,12762,871,4338,5172,2933,47588.855469,33430376883.0
2021-12-29,21701,12944,880,4191,4923,2828,46444.710938,30049226299.0
2021-12-30,21581,12827,883,4154,4254,2690,47178.125,26686491018.0
2021-12-31,19393,11261,695,3395,3572,2226,46306.445313,36974172400.0
2022-01-01,19705,11459,716,3123,3640,2046,47686.8125,24582667004.0
2022-01-02,20885,13111,828,3675,4265,2349,47345.21875,27951569547.0
2022-01-03,23850,14250,901,3895,4438,2756,46458.117188,33071628362.0
2022-01-04,23489,13769,980,3840,4447,3867,45897.574219,42494677905.0
2022-01-05,22208,12950,1083,3579,4272,3975,43569.003906,36851084859.0
2022-01-06,21173,13416,992,3631,4453,3728,43160.929688,30208048289.0
2022-01-07,21463,12148,1029,3478,4380,3463,41557.902344,84196607520.0
2022-01-08,19724,11679,1023,3211,3925,3223,41733.941406,28066355845.0
2022-01-09,19372,11842,1019,3168,4473,2991,41911.601563,21294384372.0
2022-01-10,23410,13211,1058,3330,9410,3830,41821.261719,32104232331.0
2022-01-11,32355,13366,1181,3501,11180,3907,42735.855469,26327648900.0
2022-01-12,83841,13392,1784,3603,8298,4170,43949.101563,33499938689.0
2022-01-13,56994,12654,922,3704,9395,3450,42591.570313,47691135082.0
2022-01-14,22446,12263,965,7794,6775,2983,43099.699219,23577403399.0
2022-01-15,21377,11852,875,5896,5088,2605,43177.398438,18371348298.0
2022-01-16,21075,12121,857,4548,4879,2910,43113.878906,17902097845.0
2022-01-17,22355,12906,1145,4275,4485,3304,42250.550781,21690904261.0
2022-01-18,27983,12773,968,3822,4104,3151,42375.632813,22417209227.0
2022-01-19,21517,11783,978,3724,5091,3211,41744.328125,23091543258.0
2022-01-20,34368,12775,976,3457,5106,3260,40680.417969,20382033940.0
2022-01-21,27597,13738,1182,3362,4692,3726,36457.316406,43011992031.0
2022-01-22,31228,13621,994,3815,4545,3317,35030.25,39714385405.0
2022-01-23,25492,12987,1061,3504,4286,3320,36276.804688,26017975951.0
2022-01-24,28250,14335,1350,3694,4523,4238,36654.328125,41856658597.0
2022-01-25,29392,14349,1237,5214,4333,4237,36954.003906,26428189594.0
2022-01-26,36052,14740,1371,6549,4842,4973,36852.121094,31324598034.0
2022-01-27,30539,14048,1356,4846,4275,4618,37138.234375,25041426629.0
2022-01-28,26570,13341,1183,3848,3684,4003,37784.332031,22238830523.0
2022-01-29,31244,13752,1380,4235,4092,4213,38138.179688,17194183075.0
2022-01-30,31968,14166,1304,4346,4292,4524,37917.601563,14643548444.0
2022-01-31,33453,14648,1438,4334,4631,4895,38483.125,20734730465.0
2022-02-01,31390,13835,1263,4217,4367,4136,38743.273438,20288500328.0
2022-02-02,31548,15331,1296,4143,5087,4682,36952.984375,19155189416.0
2022-02-03,31323,14943,1255,3710,5313,4419,37154.601563,18591534769.0
2022-02-04,25254,13916,1278,3862,4436,4106,41500.875,29412210792.0
2022-02-05,23970,12050,1080,3049,3868,3765,41441.164063,19652846215.0
2022-02-06,24976,12873,1063,3184,4029,3049,42412.433594,16142097334.0
2022-02-07,26262,13437,1205,3764,4670,3644,43840.285156,28641855926.0
2022-02-08,23951,12693,1121,3743,5155,3614,44118.445313,33079398868.0
2022-02-09,25329,12435,1272,3586,4849,3746,44338.796875,23245887300.0
2022-02-10,25139,12226,1232,3311,5813,3558,43565.113281,32142048537.0
2022-02-11,20885,10756,1085,3091,6110,2993,42407.9375,26954925781.0
2022-02-12,12330,5659,1265,2432,3934,2566,42244.46875,18152390304.0
2022-02-13,13194,5729,1357,2798,3585,2856,42197.515625,14741589015.0
2022-02-14,13251,5991,1306,3035,3568,6485,42586.917969,20827783012.0
2022-02-15,13227,6109,1053,2791,3795,4428,44575.203125,22721659051.0
2022-02-16,12503,6450,1179,2798,3641,4245,43961.859375,19792547657.0
2022-02-17,13870,5765,953,2717,3302,3575,40538.011719,26246662813.0
2022-02-18,13012,5579,959,2609,3243,3439,40030.976563,23310007704.0
2022-02-19,15225,7988,873,2479,3026,2806,40122.15625,13736557863.0
2022-02-20,20741,11870,983,2649,3117,2945,38431.378906,18340576452.0
2022-02-21,23240,12596,1092,2743,3467,3421,37075.28125,29280402798.0
2022-02-22,25991,12772,1084,2903,3739,3500,38286.027344,25493150450.0
2022-02-23,23238,12233,1117,2657,3486,3653,37296.570313,21849073843.0
2022-02-24,29020,12882,1090,2533,3623,3398,38332.609375,46383802093.0
2022-02-25,25290,11235,1033,2092,3113,2798,39214.21875,26545599159.0
2022-02-26,22747,11088,1588,2014,3110,2396,39105.148438,17467554129.0
2022-02-27,22626,11417,1510,1863,3643,2574,37709.785156,23450127612.0
2022-02-28,22996,11883,1623,2309,4624,3370,43193.234375,35690014104.0
2022-03-01,23471,11740,1687,2538,5307,3249,44354.636719,32479047645.0
2022-03-02,22176,11585,1547,2683,5292,2852,43924.117188,29183112630.0
2022-03-03,21264,11572,1489,2394,4921,3024,42451.789063,24967782593.0
2022-03-04,20543,10597,1127,2082,3817,2857,39137.605469,28516271427.0
2022-03-05,18591,9994,957,1828,3144,2149,39400.585938,16975917450.0
2022-03-06,18473,10000,1028,1802,3552,2327,38419.984375,19745229902.0
2022-03-07,19793,9499,1120,2063,4091,3617,38062.039063,28546143503.0
2022-03-08,20466,9674,1300,2142,4635,3710,38737.269531,25776583476.0
2022-03-09,22603,9568,1168,2063,4340,3389,41982.925781,32284121034.0
2022-03-10,21693,9909,1087,1842,3628,3051,39437.460938,31078064711.0
2022-03-11,20667,9133,1110,1848,3400,2648,38794.972656,26364890465.0
2022-03-12,18715,9032,1065,1722,3156,2475,38904.011719,14616450657.0
2022-03-13,18290,9009,1017,1787,3221,2186,37849.664063,17300745310.0
2022-03-14,19991,9406,1159,2095,3743,2701,39666.753906,24322159070.0
2022-03-15,20172,9482,1122,2128,3661,2663,39338.785156,23934000868.0
2022-03-16,19155,9401,971,2022,3584,2702,41143.929688,39616916192.0
2022-03-17,18953,9363,929,1819,3216,2525,40951.378906,22009601093.0
2022-03-18,19830,9810,859,1623,2965,2284,41801.15625,34421564942.0
2022-03-19,18172,9874,834,1671,2808,2039,42190.652344,19664853187.0
2022-03-20,19635,9819,826,1649,2896,2076,41247.824219,20127946682.0
2022-03-21,19577,9984,965,1812,3475,2587,41077.996094,24615543271.0
2022-03-22,19813,10201,966,1753,3415,2605,42358.808594,32004652376.0
2022-03-23,20561,10329,983,1861,3575,2755,42892.957031,25242943069.0
2022-03-24,19531,9683,910,2305,3809,2641,43960.933594,31042992291.0
2022-03-25,20150,9268,894,1766,3782,2470,44348.730469,30574413034.0
2022-03-26,18592,7910,775,1578,3194,1964,44500.828125,16950455995.0
2022-03-27,20379,7602,826,1923,3304,2360,46820.492188,28160889722.0
2022-03-28,21887,8373,974,2140,4063,2817,47128.003906,36362175703.0
2022-03-29,21758,8499,839,2148,3973,2414,47465.730469,31397059069.0
2022-03-30,21933,8655,807,2080,4765,2486,47062.664063,29333883962.0
2022-03-31,22194,8208,792,237259,5540,2527,45538.675781,33327427106.0
2022-04-01,21989,7915,767,240152,4726,2442,46281.644531,38162644287.0
